Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
4,56,No,6,9,40,77,Graduate
7,49,No,5,3,37,43,Graduate
2,66,Yes,5,6,42,44,Graduate
6,92,No,8,2,78,80,Dropout
8,80,No,9,5,72,83,Dropout
7,54,No,5,6,44,62,Graduate
7,99,No,6,6,89,79,Graduate
8,83,No,4,4,77,92,Dropout
7,70,No,9,5,62,76,Graduate
5,60,No,4,2,46,50,Graduate
7,99,Yes,4,3,94,94,Dropout
3,98,No,6,5,80,50,Dropout
5,97,No,8,2,83,52,Graduate
7,80,No,9,6,74,53,Graduate
9,85,No,9,2,85,99,Dropout
2,84,No,6,8,61,47,Graduate
4,99,No,9,3,85,64,Graduate
7,65,Yes,5,1,58,57,Dropout
1,77,No,7,5,52,90,Graduate
2,90,No,7,8,69,83,Graduate
9,75,Yes,7,9,78,83,Graduate
7,91,Yes,4,9,82,57,Dropout
7,56,No,9,1,47,49,Graduate
6,90,No,6,3,79,46,Graduate
3,42,No,9,4,21,99,Dropout
3,53,Yes,6,8,33,89,Graduate
2,88,Yes,9,6,65,83,Dropout
6,52,No,4,4,35,53,Dropout
4,80,No,5,5,63,54,Graduate
5,66,Yes,7,8,50,55,Dropout
3,40,Yes,7,3,18,41,Dropout
6,96,Yes,9,1,88,69,Graduate
3,56,Yes,4,4,35,69,Dropout
8,87,No,7,6,82,57,Dropout
9,89,Yes,9,3,87,70,Graduate
4,73,Yes,8,0,59,83,Dropout
9,53,No,9,7,56,87,Graduate
7,93,Yes,6,4,86,52,Graduate
3,94,No,7,9,70,59,Graduate
7,98,Yes,7,1,90,88,Graduate
1,56,No,8,2,28,89,Dropout
3,42,Yes,5,9,21,74,Graduate
6,73,No,9,9,64,62,Dropout
4,79,No,5,4,61,81,Dropout
7,64,Yes,9,3,54,72,Dropout
3,41,No,8,8,20,77,Graduate
1,73,No,5,8,49,74,Graduate
9,65,Yes,4,7,65,90,Graduate
6,70,No,8,1,61,75,Graduate
8,48,No,9,4,40,59,Graduate
3,69,Yes,6,7,49,94,Graduate
8,59,Yes,6,7,52,42,Graduate
2,60,No,6,6,38,47,Graduate
4,68,No,9,3,51,79,Graduate
3,98,No,7,2,76,98,Graduate
1,64,No,8,7,42,71,Graduate
7,77,No,8,7,68,68,Graduate
2,97,Yes,5,9,77,46,Graduate
4,83,No,8,4,65,41,Dropout
9,64,Yes,8,2,63,60,Graduate
6,48,Yes,5,4,35,45,Graduate
8,78,Yes,8,3,71,67,Graduate
2,83,Yes,8,7,64,87,Dropout
7,65,No,4,1,53,81,Graduate
6,96,No,9,7,87,75,Dropout
9,76,No,5,9,71,71,Graduate
7,55,Yes,4,5,43,84,Graduate
1,76,Yes,7,3,54,81,Graduate
8,51,No,5,2,44,92,Dropout
3,63,Yes,9,9,45,85,Graduate
2,65,No,8,4,42,48,Graduate
3,59,Yes,8,5,38,50,Graduate
6,48,Yes,4,0,36,62,Graduate
3,62,Yes,4,0,43,89,Graduate
5,78,Yes,7,9,67,50,Graduate
6,68,Yes,7,2,58,88,Dropout
8,70,Yes,9,1,64,41,Graduate
7,58,Yes,8,0,51,42,Graduate
8,59,No,6,7,57,50,Dropout
3,62,No,7,0,40,89,Graduate
4,82,Yes,8,9,68,98,Graduate
6,66,Yes,7,7,58,74,Graduate
7,69,No,5,4,63,97,Graduate
9,60,Yes,4,3,56,54,Graduate
1,83,No,8,7,60,82,Graduate
8,74,No,7,7,68,50,Graduate
8,88,No,4,7,82,70,Graduate
6,46,No,6,2,33,67,Graduate
4,61,No,7,7,47,67,Dropout
3,49,Yes,8,0,32,71,Graduate
3,62,Yes,5,3,39,64,Graduate
6,54,No,4,4,41,59,Graduate
8,69,Yes,4,5,61,67,Graduate
7,73,No,5,4,63,64,Graduate
1,52,Yes,8,4,27,50,Graduate
6,99,Yes,9,4,88,58,Dropout
7,43,Yes,6,8,35,67,Graduate
7,57,Yes,9,9,48,40,Dropout
9,95,Yes,5,9,95,98,Graduate
5,62,Yes,6,2,48,44,Graduate
1,72,Yes,8,1,45,49,Graduate
2,73,Yes,7,9,49,81,Graduate
4,73,No,7,1,57,85,Graduate
5,75,No,9,7,61,73,Graduate
9,74,Yes,8,4,75,75,Graduate
1,56,Yes,6,4,26,41,Graduate
3,67,Yes,9,5,47,57,Graduate
5,53,No,5,8,37,52,Graduate
3,73,Yes,9,6,55,90,Graduate
4,87,Yes,8,4,73,44,Graduate
3,50,No,8,4,30,59,Graduate
4,96,No,7,9,80,41,Graduate
1,52,No,5,8,24,50,Graduate
8,72,Yes,7,8,66,69,Dropout
4,96,No,6,1,77,71,Graduate
7,94,Yes,6,6,86,71,Graduate
2,41,No,4,9,13,97,Dropout
2,73,Yes,8,0,52,89,Dropout
6,92,Yes,5,3,80,77,Dropout
2,68,Yes,5,1,44,94,Graduate
6,76,No,7,9,68,67,Dropout
2,43,Yes,9,8,23,49,Dropout
4,51,Yes,9,5,36,61,Graduate
7,65,Yes,7,3,58,94,Dropout
8,97,No,9,2,91,56,Graduate
3,67,Yes,5,3,48,61,Dropout
9,42,Yes,7,1,40,82,Graduate
2,59,Yes,9,4,33,58,Dropout
8,49,Yes,4,8,46,56,Graduate
8,91,No,8,5,87,63,Dropout
4,57,Yes,4,1,39,75,Graduate
1,92,No,9,5,70,71,Graduate
1,92,No,6,8,67,97,Dropout
2,92,Yes,5,3,68,95,Graduate
9,66,No,4,0,61,97,Graduate
2,70,No,4,1,51,85,Graduate
2,66,No,7,4,43,98,Graduate
6,81,Yes,7,9,70,91,Graduate
7,40,No,7,6,34,75,Graduate
7,45,No,9,7,33,67,Graduate
9,50,Yes,6,2,46,53,Graduate
6,73,Yes,4,8,60,97,Graduate
8,78,No,8,1,73,75,Dropout
6,59,No,7,3,47,45,Dropout
2,92,No,6,3,67,48,Dropout
1,60,Yes,9,5,37,60,Dropout
5,60,No,6,9,44,51,Dropout
9,57,Yes,7,5,55,97,Dropout
8,60,No,5,2,52,69,Dropout
4,58,No,4,8,42,70,Dropout
5,43,Yes,7,4,28,79,Dropout
5,52,No,8,1,31,95,Dropout
6,57,Yes,4,5,42,43,Graduate
3,91,No,6,2,71,70,Dropout
5,68,Yes,8,7,54,66,Dropout
2,64,Yes,4,2,42,97,Graduate
1,95,No,8,4,68,96,Graduate
1,52,Yes,6,3,27,64,Graduate
7,66,No,7,3,59,44,Dropout
2,99,Yes,8,1,77,45,Graduate
4,58,Yes,7,7,43,44,Graduate
5,88,Yes,6,2,73,90,Graduate
7,40,No,6,3,31,66,Graduate
2,77,Yes,8,5,55,47,Dropout
6,58,Yes,8,8,49,48,Dropout
1,91,Yes,6,3,65,54,Graduate
7,40,No,8,2,30,75,Dropout
9,79,No,8,4,75,96,Graduate
5,56,Yes,8,8,43,80,Graduate
5,60,Yes,9,0,49,46,Dropout
4,61,No,8,4,44,71,Dropout
3,54,Yes,4,3,35,47,Graduate
9,89,Yes,6,4,88,86,Graduate
5,78,Yes,6,6,65,90,Graduate
8,87,Yes,5,6,82,54,Graduate
9,78,Yes,7,6,76,76,Graduate
5,71,Yes,5,0,54,58,Graduate
9,88,No,8,8,90,78,Graduate
2,43,Yes,8,6,23,45,Dropout
9,83,Yes,4,3,79,98,Graduate
4,84,No,4,3,65,58,Dropout
6,71,No,4,1,59,96,Graduate
6,43,No,4,5,28,67,Dropout
6,92,No,4,9,79,56,Graduate
2,40,Yes,4,2,11,81,Graduate
7,72,No,4,0,61,58,Graduate
6,46,Yes,4,4,36,70,Graduate
1,48,No,9,5,22,50,Dropout
2,40,No,4,4,20,54,Graduate
7,55,No,6,4,45,49,Graduate
1,57,Yes,4,9,32,82,Graduate
1,93,No,7,7,68,62,Dropout
1,86,No,4,9,55,42,Graduate
8,45,No,9,0,38,42,Dropout
4,41,Yes,8,7,23,57,Graduate
4,48,Yes,9,6,33,64,Graduate
2,43,No,9,0,22,82,Dropout
1,84,Yes,8,8,60,59,Graduate
9,62,No,4,3,58,97,Graduate
7,93,Yes,4,6,84,68,Dropout
4,82,No,8,2,67,61,Graduate
6,84,Yes,7,7,79,89,Dropout
2,82,No,5,3,61,96,Graduate
7,90,Yes,6,1,80,54,Dropout
2,47,Yes,8,1,27,78,Dropout
8,78,No,4,7,72,49,Graduate
8,64,No,6,7,61,60,Graduate
1,55,Yes,4,0,25,94,Graduate
8,74,No,5,5,67,91,Graduate
2,56,No,5,8,33,68,Dropout
6,57,No,8,8,46,71,Dropout
1,99,No,6,1,73,49,Graduate
5,66,Yes,9,7,54,52,Graduate
7,54,No,6,7,44,86,Dropout
1,99,Yes,9,3,74,62,Graduate
2,56,Yes,5,3,31,89,Graduate
7,82,No,4,4,73,62,Dropout
6,44,No,9,9,34,70,Graduate
3,55,Yes,9,6,36,43,Graduate
2,54,No,8,0,27,91,Graduate
4,81,No,7,8,66,88,Dropout
3,85,Yes,5,2,66,99,Graduate
7,73,Yes,9,3,64,42,Graduate
8,87,Yes,5,6,82,60,Dropout
2,58,No,8,4,34,92,Graduate
7,47,No,4,4,38,41,Graduate
8,86,Yes,6,0,79,43,Dropout
6,49,Yes,5,1,35,40,Graduate
6,44,No,8,4,33,54,Graduate
1,91,No,8,1,65,96,Graduate
4,87,No,8,0,69,72,Dropout
1,92,Yes,6,9,66,45,Graduate
4,65,No,5,2,45,46,Graduate
2,61,No,9,0,37,58,Graduate
5,83,Yes,8,9,71,83,Dropout
9,62,No,6,7,59,40,Graduate
3,52,Yes,4,7,32,78,Dropout
8,48,No,7,7,40,58,Graduate
3,88,Yes,5,6,73,84,Dropout
6,59,Yes,6,6,48,65,Graduate
4,67,Yes,7,1,52,83,Dropout
8,83,No,7,8,79,51,Dropout
6,96,No,6,6,85,61,Dropout
8,76,No,9,4,72,52,Graduate
1,63,No,9,3,39,67,Graduate
6,83,Yes,6,7,72,53,Graduate
1,72,No,6,4,51,61,Dropout
1,59,No,8,5,36,69,Dropout
8,99,Yes,4,3,89,83,Graduate
7,87,Yes,9,1,82,59,Graduate
3,69,Yes,8,6,51,83,Graduate
6,83,Yes,7,1,75,66,Graduate
9,48,No,7,6,44,77,Graduate
7,84,Yes,7,6,72,98,Dropout
3,88,No,6,0,66,81,Dropout
6,56,No,5,9,41,91,Dropout
4,75,Yes,8,9,59,95,Graduate
3,53,Yes,5,2,31,80,Graduate
9,58,Yes,4,2,54,73,Dropout
2,46,Yes,4,5,23,78,Dropout
1,98,Yes,8,2,75,80,Graduate
2,42,No,7,8,21,96,Graduate
7,72,Yes,9,4,69,83,Graduate
1,83,No,4,5,56,76,Graduate
6,71,Yes,5,5,60,40,Graduate
7,86,No,5,7,79,93,Dropout
9,50,No,9,9,47,54,Graduate
8,81,No,6,2,72,71,Dropout
6,41,Yes,7,8,31,47,Graduate
3,65,Yes,6,6,45,72,Graduate
8,43,Yes,8,5,40,57,Graduate
7,56,No,4,0,46,84,Dropout
3,56,No,9,3,38,68,Graduate
9,67,Yes,9,4,64,71,Graduate
2,69,Yes,9,1,46,72,Dropout
3,79,No,6,0,58,44,Dropout
2,62,No,6,1,37,57,Dropout
1,85,Yes,8,7,62,87,Graduate
4,63,Yes,5,9,49,97,Graduate
5,68,Yes,5,5,53,49,Dropout
6,43,No,8,9,30,75,Graduate
5,77,No,9,1,59,72,Graduate
1,68,Yes,5,8,40,62,Graduate
3,58,Yes,8,7,37,79,Graduate
1,66,Yes,5,3,41,44,Graduate
5,68,Yes,8,9,56,73,Graduate
5,95,Yes,5,6,81,63,Dropout
6,75,No,9,2,66,56,Dropout
8,74,Yes,6,5,71,70,Dropout
1,91,No,6,2,64,46,Graduate
4,45,No,9,9,31,56,Graduate
1,98,No,5,2,72,67,Dropout
9,62,No,9,8,57,77,Graduate
7,78,No,8,5,67,61,Graduate
7,85,No,6,7,76,54,Graduate
5,83,No,4,3,68,76,Graduate
7,87,No,5,3,78,54,Graduate
2,91,Yes,4,7,68,89,Graduate
4,47,Yes,4,6,25,89,Graduate
7,94,Yes,7,4,86,64,Graduate
3,41,Yes,4,1,15,92,Dropout
2,52,Yes,4,5,28,60,Graduate
2,79,No,9,0,58,94,Graduate
1,96,No,7,6,72,77,Dropout
5,60,No,7,8,45,41,Graduate
6,70,No,7,4,59,66,Dropout
6,91,No,8,4,78,88,Graduate
9,87,Yes,7,6,84,71,Graduate
4,75,Yes,9,4,56,60,Graduate
1,87,No,8,9,62,43,Graduate
6,91,Yes,5,3,78,83,Graduate
5,77,Yes,8,0,62,58,Graduate
6,66,Yes,5,5,54,41,Dropout
3,75,Yes,7,8,57,65,Graduate
2,87,Yes,7,3,61,73,Graduate
6,62,No,5,9,49,53,Graduate
1,94,Yes,6,3,71,54,Graduate
7,60,Yes,9,4,55,59,Graduate
7,52,No,8,5,44,73,Graduate
7,76,No,9,2,68,75,Graduate
1,86,No,9,8,60,58,Graduate
4,65,No,4,0,45,48,Dropout
7,79,No,7,5,72,46,Graduate
9,46,No,8,5,41,69,Dropout
5,85,No,9,7,73,52,Graduate
2,78,No,8,4,57,66,Graduate
7,61,Yes,9,8,55,83,Graduate
1,78,No,7,8,53,74,Graduate
7,62,No,9,1,53,52,Graduate
6,97,Yes,5,4,87,54,Graduate
7,69,No,7,6,61,85,Graduate
3,57,No,8,1,38,95,Graduate
3,81,No,6,6,60,48,Dropout
7,57,No,9,8,49,84,Dropout
2,85,Yes,5,7,64,62,Graduate
1,49,Yes,7,9,23,93,Graduate
9,78,No,4,8,72,75,Graduate
9,69,Yes,7,3,71,92,Graduate
7,65,Yes,8,7,59,79,Graduate
7,46,Yes,8,8,38,42,Dropout
3,46,Yes,4,9,24,73,Graduate
2,44,Yes,5,1,18,58,Graduate
7,40,Yes,8,9,33,67,Graduate
9,85,No,5,2,81,62,Dropout
1,57,No,5,0,30,79,Graduate
4,52,Yes,7,0,32,88,Dropout
6,64,Yes,5,9,50,84,Graduate
7,79,Yes,9,5,73,46,Dropout
7,47,No,8,0,38,80,Dropout
2,49,No,8,4,28,51,Graduate
4,71,No,6,5,57,53,Graduate
5,56,No,5,8,41,85,Graduate
1,77,No,6,5,52,54,Dropout
1,54,No,7,3,26,42,Graduate
3,54,Yes,6,0,28,54,Graduate
3,96,No,5,5,74,90,Graduate
8,87,No,8,6,81,63,Graduate
9,79,No,7,4,81,91,Graduate
1,90,Yes,5,5,61,85,Graduate
2,59,No,7,9,38,47,Graduate
2,54,Yes,4,7,29,44,Graduate
4,74,Yes,5,0,57,90,Graduate
2,45,No,4,7,21,43,Graduate
7,69,No,6,1,57,53,Dropout
9,96,No,5,1,94,55,Dropout
7,47,Yes,4,7,39,59,Dropout
6,70,No,9,1,59,63,Graduate
1,87,Yes,8,7,64,45,Graduate
9,86,Yes,6,4,83,94,Graduate
5,71,No,5,8,53,96,Graduate
5,84,No,5,8,70,70,Graduate
6,97,No,8,7,92,45,Graduate
9,91,Yes,8,8,92,74,Dropout
8,54,No,4,6,47,54,Graduate
8,57,Yes,4,7,51,68,Graduate
8,52,No,4,5,45,42,Graduate
1,63,Yes,7,8,34,50,Graduate
1,79,No,6,1,50,42,Graduate
8,53,No,5,2,45,67,Dropout
5,67,Yes,6,1,54,49,Graduate
9,50,Yes,8,5,52,89,Dropout
2,45,No,9,2,20,72,Graduate
9,95,Yes,6,0,93,87,Dropout
8,64,Yes,6,3,53,55,Dropout
9,40,Yes,4,4,35,98,Graduate
4,64,Yes,8,3,48,49,Graduate
1,41,No,6,5,18,72,Graduate
1,71,Yes,5,2,43,75,Dropout
5,52,No,4,9,36,42,Dropout
2,72,No,6,5,51,44,Graduate
8,71,No,8,9,65,51,Graduate
5,95,Yes,9,0,81,96,Graduate
5,63,No,5,5,45,83,Dropout
2,66,No,9,7,46,52,Dropout
7,43,No,8,9,32,63,Graduate
8,63,No,8,7,60,83,Dropout
1,62,No,8,0,33,96,Graduate
2,68,Yes,9,6,45,71,Graduate
4,73,No,7,9,54,55,Graduate
5,60,Yes,5,9,46,71,Graduate
2,69,No,8,3,49,84,Graduate
1,65,No,7,5,38,76,Graduate
9,59,Yes,4,5,53,95,Graduate
1,55,Yes,7,4,30,75,Dropout
4,42,No,4,9,24,60,Graduate
2,88,No,9,8,69,86,Graduate
4,76,No,7,9,57,51,Graduate
8,97,No,9,7,94,90,Graduate
8,79,No,8,5,77,60,Graduate
9,83,Yes,7,3,79,99,Graduate
5,64,No,7,3,50,90,Graduate
7,62,No,8,8,52,60,Graduate
3,83,Yes,4,3,64,82,Graduate
4,98,Yes,8,6,86,92,Graduate
9,40,No,5,5,33,45,Graduate
1,72,Yes,7,1,47,48,Graduate
2,54,Yes,5,4,31,40,Graduate
5,56,Yes,8,2,42,51,Graduate
3,73,No,9,8,54,97,Graduate
2,56,No,8,9,33,53,Graduate
1,91,No,6,0,61,45,Graduate
3,97,Yes,5,9,78,40,Dropout
1,80,No,6,3,55,61,Dropout
1,83,No,5,3,59,73,Graduate
1,43,Yes,9,8,20,95,Dropout
8,52,No,6,0,43,50,Graduate
3,43,Yes,6,1,19,42,Graduate
1,46,Yes,5,0,17,81,Graduate
7,85,Yes,8,0,73,45,Graduate
3,98,Yes,4,0,72,45,Dropout
8,48,No,8,2,39,59,Graduate
4,62,No,4,3,44,60,Graduate
4,72,No,5,9,52,41,Graduate
5,72,Yes,7,1,58,65,Graduate
6,59,No,8,0,45,70,Graduate
7,43,No,6,4,36,65,Graduate
4,40,Yes,8,5,22,95,Graduate
8,93,Yes,5,1,86,71,Graduate
6,81,No,7,2,68,49,Dropout
1,73,Yes,7,9,47,62,Graduate
1,66,No,8,2,40,97,Graduate
9,60,Yes,8,1,58,45,Graduate
6,63,Yes,9,3,53,62,Graduate
8,54,No,8,4,46,67,Dropout
7,74,Yes,5,7,66,88,Graduate
6,64,Yes,4,5,49,69,Graduate
4,94,Yes,9,8,77,53,Graduate
7,48,No,4,2,36,76,Graduate
9,56,No,6,9,55,94,Graduate
7,60,No,5,8,49,71,Graduate
1,99,Yes,9,3,76,88,Graduate
9,52,Yes,7,7,45,73,Dropout
4,42,Yes,9,9,28,80,Graduate
3,43,Yes,6,6,25,83,Dropout
4,43,No,7,6,27,90,Graduate
4,82,No,9,8,67,61,Dropout
2,67,Yes,7,9,44,70,Graduate
1,46,No,8,1,18,46,Graduate
1,65,No,7,4,37,80,Graduate
8,50,No,9,2,43,60,Dropout
2,63,Yes,7,6,43,55,Graduate
5,82,No,5,2,66,59,Graduate
4,49,No,8,4,34,82,Dropout
8,76,No,8,4,77,83,Graduate
2,52,No,6,1,31,86,Graduate
9,83,No,8,0,80,89,Dropout
7,81,Yes,4,5,71,58,Graduate
7,78,No,5,0,69,87,Dropout
1,58,No,6,8,34,71,Graduate
2,90,Yes,4,9,69,54,Graduate
4,58,No,7,4,44,44,Dropout
4,51,Yes,4,0,30,50,Graduate
3,91,Yes,6,7,73,54,Graduate
7,61,Yes,8,0,52,68,Graduate
8,86,Yes,5,3,81,89,Dropout
2,76,No,6,6,52,84,Graduate
4,95,No,4,3,77,43,Graduate
3,69,Yes,4,4,44,88,Dropout
2,85,No,6,6,62,75,Graduate
6,51,Yes,9,3,44,87,Graduate
4,68,No,9,4,51,62,Graduate
6,60,No,6,6,48,54,Graduate
2,50,Yes,9,0,30,85,Graduate
4,99,No,6,2,82,83,Dropout
6,76,Yes,8,0,61,42,Dropout
5,87,No,6,2,72,71,Graduate
3,97,No,7,1,78,49,Graduate
8,57,No,5,4,53,79,Graduate
7,83,Yes,5,9,78,77,Graduate
3,98,Yes,7,4,79,61,Dropout
6,66,Yes,4,9,56,53,Graduate
4,76,No,4,8,58,56,Dropout
5,87,Yes,4,7,72,60,Graduate
5,51,Yes,4,2,37,90,Graduate
7,62,Yes,8,0,56,87,Graduate
5,73,No,7,4,59,54,Dropout
3,77,No,5,2,54,97,Dropout
5,62,No,7,4,47,54,Dropout
7,92,No,5,8,84,40,Graduate
5,64,Yes,4,0,50,63,Graduate
5,43,No,8,0,27,94,Graduate
9,69,Yes,6,8,67,94,Graduate
3,69,No,6,2,48,51,Graduate
6,52,Yes,9,9,42,49,Graduate
1,81,Yes,4,4,55,85,Graduate
5,88,No,4,8,73,81,Graduate
8,53,Yes,7,4,46,81,Graduate
5,95,Yes,8,2,81,91,Dropout
9,86,Yes,8,8,82,70,Graduate
6,47,Yes,7,6,35,50,Dropout
8,94,No,8,6,92,93,Graduate
8,63,No,8,7,59,55,Graduate
3,57,Yes,6,4,35,48,Graduate
7,74,No,8,1,65,86,Graduate
7,64,Yes,4,8,53,53,Graduate
6,56,Yes,6,2,45,58,Graduate
7,71,No,4,1,61,70,Graduate
2,95,Yes,4,9,74,48,Graduate
9,63,No,7,9,60,75,Graduate
1,46,Yes,9,4,23,92,Graduate
1,52,No,8,7,25,78,Graduate
3,66,No,8,2,45,93,Graduate
3,87,Yes,8,5,68,65,Dropout
1,44,No,8,8,21,47,Graduate
7,75,Yes,6,1,65,63,Dropout
4,65,No,5,7,45,47,Graduate
2,81,Yes,4,9,58,58,Dropout
5,84,No,9,6,76,86,Dropout
6,70,No,9,2,57,87,Dropout
9,49,No,5,0,46,69,Graduate
4,85,Yes,5,5,68,97,Graduate
2,65,No,5,1,40,61,Dropout
5,61,Yes,6,2,45,94,Dropout
3,51,No,5,4,31,48,Graduate
2,71,No,6,7,50,97,Dropout
1,66,Yes,7,1,43,97,Graduate
2,72,No,7,5,50,83,Dropout
6,92,Yes,9,0,80,87,Graduate
8,91,Yes,7,6,90,43,Graduate
3,59,Yes,6,3,38,76,Graduate
9,78,Yes,6,0,73,47,Graduate
9,80,Yes,4,8,78,40,Graduate
2,79,No,5,8,54,67,Dropout
8,98,Yes,8,2,92,45,Graduate
5,52,No,8,5,39,86,Graduate
4,53,Yes,5,6,41,75,Graduate
5,83,Yes,8,3,71,92,Graduate
4,79,No,8,5,65,50,Graduate
8,92,No,8,8,87,44,Dropout
4,61,Yes,9,9,47,89,Dropout
6,57,Yes,6,5,42,63,Graduate
2,87,No,6,6,62,86,Graduate
5,68,No,6,5,54,57,Graduate
6,82,Yes,5,6,71,59,Graduate
5,55,Yes,7,0,42,67,Graduate
2,85,Yes,9,5,64,52,Graduate
7,74,No,9,8,70,44,Dropout
4,92,Yes,8,2,77,69,Graduate
8,73,No,4,5,62,40,Graduate
7,42,No,6,3,28,61,Dropout
7,43,Yes,9,6,36,57,Dropout
9,93,Yes,9,6,92,85,Graduate
1,44,No,4,8,18,44,Graduate
6,49,Yes,8,3,37,70,Graduate
6,91,Yes,9,7,81,45,Dropout
6,68,No,9,7,57,66,Graduate
6,71,Yes,7,7,61,95,Graduate
7,70,No,4,7,62,64,Graduate
6,41,No,8,5,27,68,Graduate
1,51,Yes,8,7,26,67,Dropout
3,66,No,6,5,48,55,Graduate
2,44,No,7,9,18,93,Graduate
6,76,Yes,8,1,66,92,Dropout
8,66,No,7,2,59,51,Graduate
3,62,Yes,6,5,41,59,Graduate
8,72,No,4,6,64,57,Graduate
8,43,No,9,3,40,73,Graduate
5,98,No,9,0,84,94,Graduate
8,60,No,5,3,51,92,Graduate
6,63,No,5,5,49,62,Dropout
5,83,No,5,7,67,84,Graduate
9,70,No,9,3,70,66,Dropout
7,83,Yes,7,9,75,88,Dropout
8,87,No,5,0,80,56,Dropout
1,63,Yes,4,4,35,87,Dropout
2,88,No,8,6,65,60,Graduate
8,92,No,7,5,86,89,Graduate
9,49,Yes,9,2,45,79,Dropout
4,88,Yes,4,6,69,70,Dropout
9,88,Yes,9,3,86,42,Graduate
4,89,No,7,4,75,56,Graduate
9,41,Yes,7,6,39,89,Graduate
7,70,No,7,1,59,97,Graduate
2,64,No,6,3,42,65,Graduate
9,43,Yes,8,3,42,62,Graduate
4,90,No,5,5,70,45,Graduate
8,50,Yes,6,6,48,67,Graduate
7,56,Yes,8,3,49,47,Graduate
7,83,Yes,9,9,78,94,Graduate
8,41,Yes,5,0,34,97,Graduate
1,45,No,6,0,18,84,Dropout
5,48,No,6,4,33,47,Graduate
2,44,Yes,4,0,20,58,Graduate
2,59,Yes,6,2,35,77,Graduate
1,68,No,7,8,46,68,Dropout
5,60,No,9,2,42,62,Dropout
2,48,Yes,6,2,23,86,Graduate
4,67,No,7,8,51,71,Graduate
3,94,No,8,4,75,49,Graduate
3,47,No,8,7,27,66,Graduate
2,70,No,7,9,48,88,Graduate
6,59,Yes,4,8,45,40,Graduate
2,66,No,4,5,40,78,Graduate
8,47,Yes,8,6,42,68,Graduate
8,93,Yes,9,6,90,98,Dropout
5,60,Yes,6,6,45,84,Graduate
7,67,No,8,3,55,42,Graduate
4,62,No,8,1,45,90,Graduate
1,45,Yes,7,1,20,86,Graduate
2,42,No,4,6,15,76,Dropout
4,44,Yes,9,9,28,70,Graduate
1,48,Yes,7,6,25,50,Graduate
8,46,No,8,9,39,61,Graduate
9,99,No,5,6,96,57,Graduate
4,43,No,6,7,24,74,Graduate
3,78,Yes,8,2,63,45,Dropout
2,44,Yes,7,4,19,42,Graduate
5,50,No,5,5,31,44,Graduate
3,54,Yes,5,7,35,48,Graduate
7,73,Yes,8,7,65,67,Graduate
6,52,Yes,9,9,41,58,Graduate
1,93,No,4,2,65,67,Dropout
8,87,No,5,3,83,66,Graduate
2,46,No,6,5,22,52,Graduate
5,79,Yes,7,3,68,77,Graduate
9,45,No,7,9,40,82,Graduate
8,95,Yes,7,3,92,92,Graduate
2,78,Yes,8,4,54,60,Graduate
9,89,Yes,7,9,90,66,Graduate
5,69,No,7,6,57,85,Graduate
6,61,Yes,6,1,47,45,Dropout
3,64,No,4,1,43,77,Graduate
3,67,Yes,9,9,50,88,Graduate
8,93,No,8,8,91,50,Dropout
2,59,No,8,3,34,86,Dropout
2,78,No,7,4,54,80,Dropout
5,42,No,6,2,26,92,Dropout
6,44,No,5,1,34,56,Dropout
2,40,No,7,9,18,95,Graduate
5,54,No,7,7,38,78,Dropout
7,65,No,8,3,57,46,Graduate
8,42,Yes,8,0,34,69,Graduate
7,79,Yes,7,5,68,60,Dropout
8,96,Yes,8,5,92,40,Dropout
9,80,Yes,6,1,77,64,Graduate
5,86,Yes,5,1,71,71,Dropout
5,81,No,5,7,67,98,Graduate
4,73,No,5,6,59,96,Graduate
9,91,No,7,1,91,47,Graduate
5,44,No,9,9,29,44,Graduate
2,70,No,7,0,48,69,Graduate
8,90,Yes,7,7,90,90,Dropout
7,52,Yes,6,9,48,47,Dropout
8,82,No,5,1,77,88,Graduate
3,40,Yes,8,4,20,58,Graduate
4,61,Yes,8,5,42,83,Dropout
5,54,No,4,9,37,98,Dropout
6,65,No,4,0,52,94,Graduate
1,57,Yes,9,1,33,69,Dropout
4,87,Yes,8,9,72,54,Graduate
5,48,No,5,3,34,75,Graduate
7,40,Yes,7,1,33,94,Graduate
5,82,No,8,5,71,83,Dropout
1,48,Yes,9,3,25,66,Dropout
7,62,Yes,9,2,55,52,Graduate
8,82,No,8,5,76,53,Dropout
7,84,Yes,4,8,76,76,Graduate
4,97,No,5,7,81,93,Graduate
8,41,Yes,8,1,35,87,Graduate
5,53,Yes,7,2,35,69,Dropout
9,77,No,7,1,74,78,Graduate
5,79,Yes,6,9,66,86,Graduate
1,57,No,7,6,31,52,Graduate
9,55,No,8,8,54,97,Graduate
5,92,Yes,8,0,79,55,Graduate
6,68,No,7,2,58,83,Graduate
4,83,No,4,5,66,46,Graduate
6,50,No,5,3,36,87,Graduate
8,45,Yes,9,9,44,94,Graduate
3,42,No,8,9,26,94,Graduate
5,53,No,7,0,37,66,Graduate
2,99,Yes,9,8,82,84,Dropout
2,41,No,7,6,18,94,Dropout
7,71,No,8,6,66,74,Graduate
6,70,No,6,0,60,54,Graduate
4,50,Yes,5,8,32,67,Dropout
5,61,Yes,8,7,51,74,Graduate
